Country,Longitude,Latitude,Basin,Seep_Type,Seep_Name,CH4_Concentration,C2_Concentration,C3_Concentration,Delta13C1,DeltaD1,Bernard_Ratio
Iraq,-79.1295,27.2257,Nam Con Son Basin,Oil,Gas Seep 2,6.2,0.1,93.8,-29.5,-199,1.4
Venezuela,-71.2306,12.8706,White Tiger Basin,Gas,Oil Seep 1,6.8,0.3,92.7,-30.1,-199,1.5
Iraq,38.6251,-10.1086,Burgos Basin,Gas,Oil Seep 2,6.3,0.5,92.6,-29.9,-199,1.6
United States,108.243,10.3275,Burgos Basin,Gas,Gas Seep 2,5.6,0.2,93.3,-29.8,-202,1.5
_RARE_,108.9398,47.1714,Sudan Basin,Gas,Gas Seep 1,5.6,0.3,93.2,-29.5,-202,1.4
Zimbabwe,53.6992,6.5542,Zimbabwe Border Basin,Oil,Gas Seep 2,6.5,0.1,93.6,-30.1,-204,1.5
United States,-69.1347,25.1796,Sirte Basin,Oil,Oil Seep 2,6.3,0.2,93.2,-29.6,-202,1.6
United States,44.5326,49.1523,North Sea Basin,Gas,Gas Seep 2,5.8,0.3,93.1,-29.6,-205,1.6
Zimbabwe,148.4499,-32.2212,Barinas Basin,Gas,Oil Seep 3,7.2,0.4,94.0,-29.4,-201,1.5
Zimbabwe,51.5683,21.6932,Fox Basin,Gas,Gas Seep 2,6.1,0.1,92.7,-30.1,-205,1.5
Vietnam,5.8857,37.2782,Baghdad Basin,Oil,Oil Seep 3,6.3,0.2,92.7,-30.1,-200,1.4
Vietnam,148.943,15.1476,Nam Con Son Basin,Gas,Gas Seep 2,7.1,0.3,92.9,-29.5,-198,1.4
_RARE_,-122.4194,-9.6499,Masila Basin,Gas,Oil Seep 3,6.8,0.2,92.7,-30.1,-204,1.5
Vietnam,6.6957,14.0751,Denver Basin,Oil,Oil Seep 1,7.2,0.2,93.0,-30.1,-199,1.5
United States,31.0565,19.3653,Campeche Basin,Oil,Oil Seep 2,5.7,0.4,93.3,-29.5,-201,1.4
Uzbekistan,-60.8715,35.1478,Mahakam Delta Basin,Oil,Oil Seep 2,6.3,0.1,93.5,-29.7,-202,1.1
Uzbekistan,30.3163,56.1348,Burgos Basin,Gas,Oil Seep 2,7.2,0.5,92.9,-29.2,-199,1.4
_RARE_,-120.7589,11.9732,Luangwa Basin,Gas,Gas Seep 1,5.8,0.2,93.9,-30.2,-198,1.5
_RARE_,63.8042,-19.7936,Gulf of Thailand Basin,Gas,Oil Seep 1,5.6,0.2,92.8,-29.5,-204,1.5
United States,-3.5861,39.7396,Shabwa-Masila Basin,Oil,Gas Seep 2,6.5,0.3,93.0,-29.4,-198,1.6
Turkey,35.3554,51.6109,Bas Cuu Long Basin,Oil,Oil Seep 3,5.6,0.2,93.2,-30.2,-202,1.3
Mexico,-11.5873,-1.3268,Levantine Basin,Gas,Oil Seep 3,6.3,0.3,93.8,-29.5,-201,1.5
_RARE_,52.5763,26.503,Arabian Basin,Gas,Oil Seep 3,5.6,0.3,92.6,-29.2,-204,1.5
Uzbekistan,166.9592,26.9846,Colorado Basin,Gas,Oil Seep 3,6.1,0.3,92.7,-29.9,-202,1.5
_RARE_,51.0452,36.1237,Limpopo Basin,Oil,Oil Seep 1,7.0,0.4,93.8,-29.6,-205,1.5
Thailand,-71.7553,34.3193,Baghdad Basin,Gas,Gas Seep 2,6.5,0.3,92.6,-30.2,-202,1.6
Venezuela,-62.2371,41.3271,Nam Con Son Basin,Gas,Gas Seep 2,5.6,0.2,92.6,-29.5,-204,1.5
United States,105.9839,-10.1821,Levant Basin,Oil,Oil Seep 1,7.0,0.4,92.7,-30.1,-205,1.5
_RARE_,-118.2431,6.8088,United Kingdom Continental Shelf Basin,Gas,Oil Seep 2,5.7,0.1,93.5,-29.9,-201,1.3
Zambia,32.3759,44.0599,Bas Cuu Long Basin,Oil,Gas Seep 1,6.1,0.2,94.0,-29.5,-203,1.4
Mexico,30.7662,34.2643,Qatar Arch Basin,Gas,Gas Seep 2,5.6,0.3,93.5,-29.4,-201,1.4
Russia,7.306,36.498,Upper Peninsula Basin,Gas,Oil Seep 2,6.5,0.1,93.2,-29.5,-199,1.4
Russia,-86.7007,36.7405,Colorado Basin,Gas,Gas Seep 1,5.6,0.3,92.7,-29.2,-204,1.2
Indonesia,122.5559,20.7635,United Kingdom Continental Shelf Basin,Gas,Gas Seep 1,6.1,0.3,93.8,-29.2,-199,1.5
Thailand,108.5039,40.713,South Uruguay Basin,Gas,Oil Seep 1,7.2,0.3,93.5,-29.4,-205,1.4
Yemen,113.695,-10.4646,Limpopo Basin,Gas,Gas Seep 1,6.5,0.3,93.2,-29.1,-199,1.3
Saudi Arabia,-66.7222,-0.0433,Qatar Arch Basin,Oil,Gas Seep 1,6.3,0.4,93.9,-29.4,-201,1.3
Zimbabwe,26.85,60.8398,Song Hong Basin,Oil,Gas Seep 2,7.0,0.4,93.0,-29.1,-198,1.3
Uzbekistan,47.935,37.1985,Green River Basin,Oil,Gas Seep 1,6.5,0.5,92.7,-30.0,-205,1.5
Russia,44.8144,34.7574,Norwegian Sea Basin,Gas,Gas Seep 1,6.7,0.2,92.7,-30.1,-202,1.4
Yemen,32.9353,29.9384,Limpopo Basin,Oil,Gas Seep 1,6.9,0.2,93.5,-29.8,-204,1.5
United States,102.3025,35.9444,Bas Cuu Long Basin,Oil,Oil Seep 1,5.7,0.3,93.5,-29.4,-202,1.4
Kuwait,30.2947,22.4663,Maranon Basin,Gas,Oil Seep 1,6.2,0.3,92.7,-29.6,-204,1.5
_RARE_,65.5129,41.4371,New Hebrides Basin,Gas,Gas Seep 1,7.2,0.1,92.6,-30.1,-203,1.5
Zambia,-74.1027,12.8653,Beaufort Sea Basin,Oil,Gas Seep 2,6.1,0.3,94.0,-29.4,-201,1.4
Uzbekistan,-96.0254,11.501,Indus Basin,Gas,Gas Seep 1,6.8,0.2,92.9,-29.9,-204,1.5
Norway,68.0771,25.9382,Rumaila Basin,Gas,Oil Seep 3,6.2,0.1,93.9,-29.9,-203,1.5
Vietnam,53.8142,15.3921,Malay Basin,Gas,Oil Seep 2,6.3,0.2,93.0,-29.5,-201,1.4
Zimbabwe,101.7594,37.8316,Shabwah Basin,Oil,Gas Seep 1,7.0,0.1,93.1,-29.5,-202,1.6
Turkey,-74.9883,23.7081,Qatar Arch Basin,Gas,Gas Seep 1,7.0,0.2,93.5,-29.8,-202,1.5
Zimbabwe,23.912,37.7305,Shabwah Basin,Gas,Oil Seep 3,7.1,0.2,93.6,-29.7,-201,1.5
Russia,28.2635,40.7133,Black Sea Basin,Oil,Oil Seep 3,5.8,0.4,92.7,-29.6,-200,1.5
Kuwait,31.0585,38.6458,Southern California Basin,Oil,Gas Seep 1,7.1,0.4,93.8,-29.2,-199,1.3
Yemen,-64.8464,23.6539,Upper Peninsula Basin,Oil,Oil Seep 3,6.5,0.4,93.0,-29.4,-201,1.3
Zimbabwe,-61.1113,24.2058,White Tiger Basin,Gas,Gas Seep 1,6.1,0.3,93.6,-29.1,-202,1.3
United States,30.4411,26.3636,Southern California Borderland Basin,Oil,Oil Seep 3,6.1,0.4,93.9,-29.4,-203,1.3
United States,29.1658,-15.4054,Salalah Basin,Gas,Gas Seep 1,6.3,0.2,93.0,-29.5,-202,1.4
Indonesia,-72.5694,26.8795,Song Hong Basin,Gas,Gas Seep 1,7.0,0.4,93.1,-29.3,-199,1.4
Russia,48.517,22.6148,Abu Dhabi Basin,Oil,Gas Seep 1,5.8,0.3,92.7,-30.1,-205,1.3
Vietnam,75.7581,37.8736,Bach Long Vi Basin,Gas,Oil Seep 1,6.1,0.3,93.8,-29.2,-199,1.5
Vietnam,-59.6013,33.2748,Maracaibo Basin,Oil,Gas Seep 2,7.0,0.1,92.7,-30.1,-204,1.5
Iraq,-102.9277,69.0409,Southern California Borderland Basin,Gas,Gas Seep 2,6.2,0.5,93.5,-29.5,-201,1.5
Russia,-85.3596,55.2992,Persian Gulf Basin,Gas,Oil Seep 2,7.2,0.4,92.7,-30.0,-201,1.1
Mexico,-122.4194,-40.4543,Shabwah Basin,Oil,Oil Seep 3,6.1,0.4,93.9,-29.4,-199,1.2
Zimbabwe,-74.3536,53.7482,Upper Peninsula Basin,Gas,Oil Seep 3,7.0,0.2,92.9,-29.8,-203,1.3
United States,6.2778,25.5818,Gulf of Thailand Basin,Oil,Oil Seep 1,7.0,0.4,92.7,-29.4,-199,1.5
Indonesia,31.602,40.7139,New Jersey Basin,Oil,Oil Seep 1,6.1,0.2,92.8,-29.5,-204,1.5
Canada,44.6735,19.9167,South Uruguay Basin,Gas,Oil Seep 3,6.7,0.3,93.6,-29.5,-202,1.4
Venezuela,-7.072,33.6895,Maracaibo Basin,Oil,Oil Seep 1,6.2,0.3,93.8,-29.4,-201,1.2
Zimbabwe,48.5213,23.801,South Uruguay Basin,Oil,Oil Seep 3,6.8,0.3,93.8,-30.1,-199,1.5
Indonesia,-108.6383,36.1594,Yangtze Basin,Gas,Gas Seep 2,6.7,0.5,93.3,-29.4,-202,1.4
Zambia,-122.3088,29.4523,Arabian Basin,Oil,Oil Seep 2,7.2,0.4,92.7,-29.5,-200,1.5
Kuwait,-68.7183,20.4159,Offshore Singapore Basin,Gas,Oil Seep 3,6.7,0.2,93.1,-29.1,-202,1.4
Zimbabwe,-72.473,6.8604,German North Sea Basin,Oil,Gas Seep 1,7.0,0.2,92.9,-30.2,-200,1.5
Thailand,-96.8502,69.0409,Chilean Basin,Gas,Gas Seep 2,6.9,0.2,92.9,-30.2,-201,1.3
Canada,-118.9204,34.0507,Western Canada Sedimentary Basin,Oil,Oil Seep 3,5.6,0.2,93.8,-29.7,-199,1.4
Uzbekistan,101.3607,48.6597,Bukhara-Khiva Basin,Gas,Gas Seep 2,6.2,0.5,93.5,-29.2,-205,1.2
United States,-21.2126,30.344,Nankai Trough Basin,Gas,Oil Seep 2,7.0,0.4,93.6,-29.4,-201,1.5
United States,-122.4194,-28.9704,Fergana Basin,Gas,Gas Seep 1,6.2,0.2,92.7,-29.8,-202,1.5
Canada,-66.5981,23.6397,_RARE_,Oil,Oil Seep 3,6.3,0.2,94.0,-29.7,-203,1.4
Canada,29.1664,20.178,Southern Georgia Embayment Basin,Gas,Gas Seep 2,5.7,0.2,93.5,-29.5,-203,1.4
Russia,129.7254,14.1088,Zambezi Basin,Oil,Oil Seep 1,6.2,0.3,93.5,-29.5,-201,1.4
Kuwait,-120.1804,58.8693,Austin Chalk Basin,Gas,Gas Seep 1,7.1,0.2,92.6,-30.2,-202,1.4
Mexico,30.113,15.3787,Eastern Venezuela Basin,Gas,Oil Seep 2,6.1,0.4,93.3,-29.3,-201,1.3
Yemen,46.3124,-24.5771,Burgos Basin,Gas,Gas Seep 1,7.0,0.1,93.3,-29.5,-205,1.3
_RARE_,-5.1835,-39.6627,Caribbean Basin,Gas,Gas Seep 2,7.2,0.1,92.7,-29.1,-199,1.3
Vietnam,-18.0241,12.8436,Cauvery Basin,Oil,Gas Seep 2,6.7,0.4,93.5,-30.2,-204,1.5
Russia,48.1787,21.3422,Nankai Trough Basin,Gas,Oil Seep 1,6.1,0.4,93.8,-29.4,-201,1.3
Russia,53.8032,6.6094,Colorado Basin,Oil,Gas Seep 1,7.0,0.3,92.7,-29.1,-201,1.4
Russia,53.9167,15.0613,Luapula Basin,Oil,Oil Seep 2,7.1,0.5,93.5,-29.4,-201,1.3
Turkey,-119.086,-26.1825,Zambezi Basin,Oil,Gas Seep 1,7.2,0.4,93.5,-29.1,-201,1.4
Saudi Arabia,-113.6803,-11.5621,Sirte Basin,Gas,Oil Seep 1,6.5,0.3,93.5,-29.5,-202,1.4
Vietnam,28.1935,-29.6639,Rumaila Basin,Oil,Gas Seep 2,6.5,0.1,93.1,-29.8,-198,1.5
Norway,-6.4364,13.8304,North West Shelf Basin,Oil,Oil Seep 2,5.8,0.4,93.3,-29.4,-205,1.4
Mexico,-72.7326,43.7377,North Sea Basin,Gas,Oil Seep 1,6.8,0.4,93.9,-30.2,-198,1.5
Canada,103.7415,30.062,Nankai Trough Basin,Oil,Gas Seep 1,7.2,0.2,92.7,-29.8,-204,1.6
Zambia,28.6684,41.376,Dutch North Sea Basin,Oil,Oil Seep 1,6.9,0.3,92.7,-30.1,-201,1.3
Kuwait,6.6572,58.5024,Indus Basin,Oil,Gas Seep 1,5.7,0.2,93.9,-29.5,-202,1.4
_RARE_,46.9435,56.1678,North Sea Basin,Gas,Oil Seep 3,7.1,0.4,92.9,-30.1,-198,1.3
Thailand,2.3993,-19.0041,Bach Long Vi Basin,Oil,Oil Seep 1,6.5,0.2,92.7,-30.1,-204,1.5
Mexico,54.0051,19.2794,Caribbean Basin,Gas,Oil Seep 2,5.6,0.1,92.7,-29.6,-201,1.3
_RARE_,31.0561,48.2085,Caribbean Basin,Oil,Oil Seep 3,6.9,0.2,93.1,-30.1,-201,1.4
Indonesia,-73.9493,41.6606,Abu Dhabi Basin,Gas,Gas Seep 1,7.0,0.3,93.9,-29.4,-201,1.4
Vietnam,29.163,-11.5094,Caspian Basin,Oil,Oil Seep 3,6.8,0.2,92.7,-30.1,-204,1.5
Vietnam,52.749,12.8407,Bach Long Vi Basin,Oil,Oil Seep 1,6.3,0.3,92.7,-29.1,-203,1.5
Zimbabwe,-57.8496,-40.8273,Sudan Basin,Gas,Oil Seep 1,5.8,0.3,92.6,-30.1,-201,1.5
Norway,-119.5303,-15.4004,New York Basin,Oil,Oil Seep 3,6.1,0.2,93.7,-30.2,-204,1.5
India,-92.9154,33.7797,Dutch North Sea Basin,Oil,Oil Seep 1,7.0,0.2,92.7,-29.2,-204,1.2
Vietnam,45.0235,8.2714,Lake Maracaibo Basin,Gas,Oil Seep 3,5.7,0.2,92.6,-29.7,-203,1.3
United Arab Emirates,68.8006,24.9366,Santos Basin,Gas,Oil Seep 3,7.2,0.2,92.7,-29.5,-202,1.5
Russia,-73.998,24.9241,Zambezi Basin,Oil,Oil Seep 2,7.0,0.2,93.6,-29.4,-199,1.4
Saudi Arabia,42.5594,32.418,Basin and Range Basin,Gas,Oil Seep 1,5.6,0.1,93.5,-29.4,-203,1.4
Kuwait,-88.6223,-31.4216,Philadelphia Basin,Oil,Oil Seep 3,6.2,0.1,93.1,-29.5,-201,1.3
Venezuela,-83.9558,57.5387,Arabian Basin,Gas,Oil Seep 2,5.6,0.2,93.0,-29.5,-198,1.5
Iraq,-95.6895,41.3623,Lodi Basin,Gas,Gas Seep 2,6.7,0.5,92.9,-30.0,-198,1.4
Canada,6.1959,34.8308,Persian Gulf Basin,Oil,Oil Seep 3,5.7,0.4,93.9,-29.6,-199,1.2
_RARE_,8.2974,12.8457,Dutch North Sea Basin,Gas,Gas Seep 2,6.7,0.4,93.2,-29.4,-201,1.5
Venezuela,-65.6662,12.8368,Bach Long Vi Basin,Oil,Gas Seep 2,6.3,0.3,92.7,-29.5,-199,1.5
Iraq,-35.1966,13.0428,South Uruguay Basin,Gas,Oil Seep 3,7.2,0.2,93.5,-29.5,-200,1.5
India,-89.1874,29.3473,Providence Basin,Oil,Oil Seep 2,6.5,0.3,93.0,-29.6,-201,1.3
Zambia,28.7076,69.0409,Amu Darya Basin,Gas,Oil Seep 1,5.6,0.3,93.2,-29.4,-202,1.4
Turkey,-97.2391,13.812,East Coast Basin,Gas,Oil Seep 1,7.0,0.4,93.8,-30.1,-204,1.5
Zimbabwe,-56.9376,23.4723,Maranon Basin,Oil,Oil Seep 2,7.1,0.1,93.3,-29.8,-201,1.3
Russia,-122.3682,-23.1497,Shabwah Basin,Gas,Oil Seep 2,6.3,0.4,93.5,-29.6,-201,1.5
United States,-105.5396,15.8722,Swiss Jura Basin,Gas,Gas Seep 1,6.9,0.4,93.0,-29.2,-199,1.5
Indonesia,-73.1323,12.6408,Southern Georgia Embayment Basin,Gas,Oil Seep 1,7.2,0.3,93.1,-30.1,-204,1.5
Indonesia,-73.1185,54.5246,Falkland Plateau Basin,Gas,Oil Seep 1,7.0,0.3,93.5,-29.2,-204,1.2
Norway,32.5157,15.5427,White Tiger Basin,Oil,Gas Seep 2,6.9,0.3,92.7,-30.2,-203,1.4
Thailand,-121.6102,-13.6423,Nam Con Son Basin,Gas,Gas Seep 2,6.5,0.2,92.7,-29.5,-200,1.6
Thailand,59.9192,35.3192,Swiss Jura Basin,Oil,Oil Seep 3,6.3,0.4,93.3,-29.5,-204,1.2
Kuwait,-1.0347,5.1185,New York Basin,Gas,Oil Seep 1,5.7,0.2,93.5,-29.4,-204,1.5
Vietnam,5.415,-41.2625,Salalah Basin,Oil,Oil Seep 2,6.3,0.2,93.3,-29.5,-201,1.4
United States,-61.3675,3.1937,Great South Basin,Oil,Gas Seep 1,6.2,0.2,93.0,-29.4,-201,1.5
Mexico,-98.7892,31.0255,New York Basin,Oil,Oil Seep 1,5.6,0.3,92.9,-29.4,-201,1.3
Thailand,29.0256,11.2337,Lake Maracaibo Basin,Gas,Gas Seep 1,6.1,0.3,92.7,-29.2,-205,1.5
Uzbekistan,12.012,26.9422,Red River Basin,Oil,Oil Seep 2,5.8,0.1,92.8,-30.0,-204,1.5
Zimbabwe,30.9986,15.5424,Providence Basin,Gas,Gas Seep 2,5.6,0.1,93.5,-29.6,-201,1.6
United States,9.6128,20.9302,Basin and Range Basin,Gas,Oil Seep 3,7.0,0.2,94.0,-30.2,-204,1.6
Indonesia,30.6202,36.5802,Cauvery Basin,Oil,Gas Seep 1,5.7,0.3,93.9,-29.5,-202,1.3
Russia,108.6578,-9.5987,Zambezi Basin,Gas,Oil Seep 1,7.1,0.2,93.2,-29.5,-204,1.4
Kuwait,53.7475,20.9808,New Hebrides Basin,Oil,Oil Seep 2,7.0,0.4,92.7,-29.7,-205,1.3
_RARE_,9.3147,20.8239,Song Hong Basin,Oil,Gas Seep 2,6.5,0.3,93.6,-30.0,-201,1.5
Kuwait,5.6816,6.7453,Abu Dhabi Basin,Oil,Oil Seep 2,7.2,0.4,93.3,-29.4,-201,1.3
India,119.7934,6.8049,Houston Basin,Gas,Gas Seep 2,7.2,0.2,93.2,-29.3,-201,1.4
Canada,-98.0372,30.1307,Syria Basin,Oil,Gas Seep 2,5.8,0.1,93.9,-29.4,-199,1.3
Yemen,32.957,4.567,Lake Maracaibo Basin,Gas,Gas Seep 1,7.2,0.4,92.7,-30.1,-202,1.3
Venezuela,166.9592,-16.6953,Offshore Singapore Basin,Oil,Oil Seep 2,6.9,0.3,92.7,-30.1,-199,1.5
Saudi Arabia,-74.3475,16.4426,Washington Basin,Gas,Oil Seep 1,6.3,0.3,92.7,-29.4,-204,1.5
Yemen,23.0465,30.2995,Aegean Basin,Oil,Gas Seep 2,6.1,0.2,93.1,-30.2,-205,1.5
United Arab Emirates,136.9437,51.7039,Dutch North Sea Basin,Gas,Oil Seep 1,6.3,0.4,93.5,-29.5,-202,1.4
Mexico,51.1682,53.9549,South Uruguay Basin,Gas,Oil Seep 2,7.2,0.3,93.5,-29.4,-201,1.3
Uzbekistan,-97.8625,29.3175,Black Sea Basin,Oil,Oil Seep 2,5.8,0.4,93.3,-29.4,-205,1.3
Indonesia,28.565,55.1982,Austin Chalk Basin,Oil,Gas Seep 2,6.8,0.3,93.7,-29.6,-200,1.1
Saudi Arabia,-80.1175,-18.9364,Dutch North Sea Basin,Gas,Gas Seep 2,5.6,0.3,92.6,-30.0,-202,1.5
Indonesia,49.4491,34.7606,Santa Monica Basin,Gas,Oil Seep 3,6.1,0.2,93.0,-29.9,-203,1.4
_RARE_,34.205,-42.0276,Austin Chalk Basin,Oil,Gas Seep 1,6.1,0.2,92.9,-29.5,-202,1.4
United States,-107.4906,42.2183,Barinas Basin,Gas,Oil Seep 1,7.1,0.3,92.6,-30.1,-204,1.4
Indonesia,24.1995,25.9818,Mahakam Delta Basin,Gas,Oil Seep 1,6.7,0.4,92.7,-30.1,-198,1.2
Turkey,-8.7136,33.0061,Saudi Basin,Gas,Oil Seep 2,5.6,0.5,93.6,-29.5,-204,1.3
Venezuela,-74.4436,-29.8016,Black Sea Basin,Oil,Oil Seep 2,5.8,0.5,92.9,-30.1,-204,1.2
Yemen,-5.6764,29.7021,West Siberian Basin,Gas,Gas Seep 1,6.8,0.4,93.7,-29.1,-203,1.5
Saudi Arabia,-120.4051,12.851,Sudan Basin,Gas,Gas Seep 2,7.0,0.2,92.6,-29.5,-203,1.6
Zimbabwe,-118.243,-40.3746,Gulf of Lion Basin,Oil,Oil Seep 3,6.1,0.3,93.0,-29.5,-200,1.2
Canada,-87.3093,34.0491,Bas Cuu Long Basin,Gas,Oil Seep 2,6.5,0.4,93.6,-29.4,-198,1.3
Vietnam,38.667,53.9648,Dong Nai Basin,Gas,Oil Seep 1,6.3,0.4,93.5,-30.1,-205,1.4
_RARE_,68.6276,38.4832,Taiwan Basin,Oil,Gas Seep 2,5.6,0.5,93.7,-29.2,-199,1.5
_RARE_,32.0055,50.8855,Burgos Basin,Oil,Oil Seep 1,6.7,0.3,93.9,-30.0,-202,1.5
Kuwait,114.5525,51.6603,Great South Basin,Gas,Gas Seep 1,7.0,0.2,93.1,-29.5,-205,1.6
Venezuela,-117.9944,9.159,South Uruguay Basin,Gas,Oil Seep 2,7.0,0.3,92.9,-29.2,-203,1.5
Vietnam,14.4009,63.1694,Caribbean Basin,Gas,Oil Seep 1,7.2,0.4,92.7,-30.1,-204,1.5
_RARE_,63.3941,34.373,Tracy Basin,Oil,Oil Seep 3,6.2,0.2,93.8,-30.1,-201,1.6
_RARE_,-115.2422,12.8575,Falkland Plateau Basin,Oil,Oil Seep 1,6.3,0.4,93.7,-29.4,-201,1.4
Uzbekistan,38.9875,52.079,San Joaquin Basin,Gas,Oil Seep 3,6.7,0.1,92.8,-29.5,-204,1.5
Russia,4.8957,11.2881,Rumaila Basin,Oil,Oil Seep 2,7.0,0.4,94.0,-29.2,-204,1.5
Turkey,155.2647,35.281,Sudan Basin,Gas,Oil Seep 1,7.1,0.5,93.5,-29.5,-202,1.5
Zambia,111.8348,35.2416,Salalah Basin,Gas,Gas Seep 1,6.2,0.4,93.8,-29.9,-198,1.3
Russia,-74.5776,41.2809,Colorado Basin,Gas,Oil Seep 3,7.0,0.2,92.6,-29.7,-201,1.3
Kuwait,113.8861,14.3686,_RARE_,Gas,Oil Seep 1,6.8,0.4,92.7,-30.1,-204,1.5
Yemen,132.7038,37.1772,Fox Basin,Gas,Gas Seep 1,5.6,0.2,93.0,-29.9,-202,1.5
Saudi Arabia,48.4958,41.3057,Atlantic Margin Basin,Gas,Oil Seep 1,6.1,0.3,93.8,-30.1,-203,1.5
Saudi Arabia,33.0751,-28.2145,Green River Basin,Oil,Oil Seep 3,5.6,0.2,93.7,-29.6,-202,1.4
United States,104.9651,0.3459,Lake Maracaibo Basin,Gas,Oil Seep 1,7.0,0.3,92.7,-30.1,-198,1.5
Yemen,11.4687,8.9298,Great Basin Basin,Gas,Gas Seep 2,5.7,0.4,92.9,-29.4,-201,1.4
United States,-61.8827,26.5039,Atlantic Margin Basin,Oil,Oil Seep 1,7.1,0.3,92.7,-29.6,-204,1.6
Turkey,24.1629,19.3082,Santos Basin,Gas,Oil Seep 1,6.2,0.3,93.5,-29.5,-202,1.5
Indonesia,30.5218,47.6868,Anadarko Basin,Oil,Oil Seep 1,5.8,0.3,93.1,-29.2,-202,1.4
Uzbekistan,5.8858,-27.9296,New Jersey Basin,Oil,Oil Seep 1,5.7,0.2,94.0,-29.5,-203,1.4
Uzbekistan,-5.5573,39.8726,North Sea Basin,Gas,Oil Seep 3,6.1,0.2,93.7,-29.1,-200,1.5
United Arab Emirates,-84.3968,51.1996,White Tiger Basin,Oil,Oil Seep 3,6.1,0.2,93.5,-30.1,-202,1.4
Russia,19.1228,51.7138,Fergana Basin,Gas,Oil Seep 3,7.2,0.2,93.8,-30.1,-204,1.6
United Arab Emirates,-84.2513,23.6335,Bas Cuu Long Basin,Oil,Gas Seep 2,6.9,0.2,92.7,-30.2,-203,1.5
Indonesia,125.9136,-21.2823,Gulf of Valencia Basin,Gas,Gas Seep 1,6.9,0.5,93.6,-29.1,-199,1.3
India,64.3433,15.8495,Gulf of Thailand Basin,Gas,Gas Seep 2,5.8,0.3,93.9,-29.2,-205,1.5
Canada,31.0535,39.3321,Levant Basin,Oil,Oil Seep 2,5.7,0.5,94.0,-29.2,-205,1.2
Mexico,-68.0512,38.5819,Anadarko Basin,Oil,Gas Seep 1,5.7,0.4,94.0,-29.5,-198,1.4
Iraq,-95.5903,13.8015,Santa Monica Basin,Oil,Oil Seep 1,6.5,0.4,92.7,-30.1,-199,1.5
Venezuela,8.2041,41.906,Luapula Basin,Gas,Gas Seep 1,6.3,0.4,93.6,-29.4,-201,1.3
Vietnam,9.9117,59.6634,Houston Basin,Gas,Oil Seep 1,6.9,0.3,93.8,-29.7,-203,1.5
Indonesia,166.9592,40.7129,Great South Basin,Oil,Oil Seep 3,6.3,0.2,93.7,-29.8,-201,1.2
_RARE_,53.4568,34.3531,Fergana Basin,Gas,Gas Seep 1,7.2,0.4,93.2,-29.5,-202,1.3
Yemen,47.0749,40.7138,South Uruguay Basin,Gas,Gas Seep 2,6.3,0.2,93.5,-29.5,-204,1.4
United Arab Emirates,7.121,-16.471,Aden Rift Basin,Oil,Oil Seep 1,6.1,0.2,92.9,-29.5,-202,1.4
Zimbabwe,-97.3441,30.8784,Gulf of Valencia Basin,Gas,Oil Seep 2,7.0,0.4,94.0,-29.1,-201,1.4
Zambia,-72.7342,12.8691,Maracaibo Basin,Oil,Oil Seep 1,6.3,0.3,93.2,-29.4,-201,1.4
_RARE_,101.4105,20.347,San Joaquin Basin,Gas,Gas Seep 2,5.8,0.4,93.8,-30.0,-199,1.3
_RARE_,-122.4194,30.2669,Anadarko Basin,Gas,Oil Seep 1,6.5,0.3,93.6,-29.4,-199,1.3
Yemen,-114.6196,26.0765,Bukhara-Khiva Basin,Gas,Gas Seep 1,6.8,0.1,93.2,-29.4,-199,1.5
Norway,118.8796,33.9048,United Kingdom Continental Shelf Basin,Oil,Gas Seep 1,6.7,0.2,92.7,-29.2,-204,1.4
Turkey,9.6807,33.2991,Saudi Basin,Oil,Oil Seep 2,7.0,0.2,92.7,-30.0,-204,1.5
Indonesia,13.6542,40.7133,Amu Darya Basin,Gas,Oil Seep 1,6.2,0.2,93.0,-29.2,-200,1.5
Kuwait,-62.4122,10.6109,Arabian Basin,Gas,Gas Seep 2,6.1,0.1,93.8,-29.1,-202,1.5
Yemen,-72.0498,36.847,Illinois Basin,Oil,Gas Seep 2,6.3,0.3,92.7,-29.4,-201,1.3
Russia,-71.2676,33.6544,Gulf of Valencia Basin,Gas,Oil Seep 3,6.3,0.3,92.6,-29.2,-199,1.3
Kuwait,47.6183,40.6289,Adriatic Basin,Gas,Gas Seep 1,6.3,0.3,93.5,-29.4,-201,1.4
Turkey,-72.7305,-19.9566,Austin Chalk Basin,Oil,Gas Seep 2,5.6,0.4,93.5,-29.3,-201,1.5
Kuwait,8.7296,23.6378,Baghdad Basin,Oil,Gas Seep 2,7.2,0.3,92.7,-29.5,-202,1.5
United States,-94.3212,37.8459,Mumbai Offshore Basin,Gas,Oil Seep 2,6.1,0.1,93.5,-29.5,-198,1.3
United States,-122.0994,24.6041,Bukhara-Khiva Basin,Gas,Gas Seep 2,5.6,0.3,92.8,-29.5,-202,1.4
Canada,29.4831,-29.4372,Mahakam Delta Basin,Oil,Oil Seep 1,6.9,0.2,93.0,-29.6,-205,1.6
Uzbekistan,6.4678,49.8837,Yangtze Basin,Gas,Gas Seep 2,6.8,0.5,93.6,-29.5,-201,1.4
United Arab Emirates,46.6372,-17.2989,Dutch North Sea Basin,Oil,Gas Seep 1,6.1,0.4,93.9,-29.8,-199,1.2
